,name,business_id,review_count,is_open,stars,city,categories
1319,McCormick & Schmicks Seafood & Steaks,OPxWcHK96_cbmiF7legDnA,218,1,3.5,Las Vegas,"Seafood, Restaurants, American (Traditional), Steakhouses"
1320,Antojitos Estilo Michoacan,SOX-F4C7WcpWohSL47uEJw,3,1,3.0,Las Vegas,"Spanish, Restaurants, Food, Specialty Food"
1321,Dennys,WYxOAOMIBcnqf8QHfqaAIg,51,1,2.5,Las Vegas,"American (Traditional), Breakfast & Brunch, Restaurants, Diners"
1323,Kusina Ni Lorraine,PRBSiB7ytkLKHVZoBYPxpQ,134,1,3.5,Las Vegas,"Restaurants, Buffets, Filipino"
1325,Fruits and Roots,Jy6ru0Hz-9Yc5v006-YmUQ,157,1,4.5,Las Vegas,"Juice Bars & Smoothies, Specialty Food, Food, Organic Stores, Gluten-Free, Restaurants, Vegan"
1326,Philly Steak Express,p5PRvPUhJrA-QHhm5xOU7Q,146,1,3.5,Las Vegas,"Pizza, Sandwiches, Salad, Burgers, Restaurants"
1327,Archis Thai Kitchen,UpW3jyJ3_kTG7oDSflwnMA,332,1,4.0,Las Vegas,"Restaurants, Thai"
1328,Sporting Life Bar,8wt-saX_qXaqVCXQHc5qXw,153,1,4.0,Las Vegas,"Pubs, American (New), Restaurants, Gastropubs, Sports Bars, Nightlife, Bars"
1329,International House of Pancakes,Tq032toLj_WQY3e7P3aQ8A,54,1,3.0,Las Vegas,"Restaurants, Breakfast & Brunch"
1330,El Pollo Loco,lINk_EU_elY6iTrfUGcRqg,38,1,2.0,Las Vegas,"Fast Food, Mexican, Restaurants"
1332,Fuel Caf\xc3\xa9,AKHdt0hRzX1sYZwmGzwG_A,54,1,2.5,Las Vegas,"Coffee & Tea, Cafes, Restaurants, Food"
1333,Tacos Los Toritos,h-whOh2Bu2rL6zjvXXVtog,23,1,4.0,Las Vegas,"Mexican, Restaurants"
1335,Subway,8w2Mzdz-JKy3qOpndK1Wqw,6,1,2.0,Las Vegas,"Sandwiches, Fast Food, Restaurants"
1336,Chilis,Wg9272hxpu9IBTXMTB6EeQ,155,1,2.5,Las Vegas,"Tex-Mex, Bars, Nightlife, American (New), American (Traditional), Restaurants"
1337,Coney Island Hot Dogs,iovb0ZOssmF1mftOgBGFIA,5,1,2.5,Las Vegas,"Restaurants, Hot Dogs"
1338,Auntie Annes Soft Pretzel,Ja6XZ62g2hw1XOV4Kkm1Aw,6,1,3.5,Las Vegas,"Food Stands, Restaurants, Pretzels, Food"
1339,Maui Rose Hawaiian BBQ,yGqvmPtlFZMPhLBlNQyggg,133,1,4.0,Las Vegas,"Restaurants, Hawaiian"
1340,Mimis Cafe,3rj1qpgFvkRWtAka17mhEQ,169,1,3.0,Las Vegas,"Breakfast & Brunch, Restaurants, Cafes, American (Traditional)"
1341,Dominos Pizza,eNrBPQA92s7ckh2FOWi8Eg,13,1,3.0,Las Vegas,"Sandwiches, Pizza, Restaurants, Chicken Wings"
1343,35 Steaks + Martinis,B0Vm2tge4I2JJlZhD4sl0Q,173,1,4.0,Las Vegas,"Restaurants, Steakhouses"
1345,Rainbow Kitchen,F06m2yQSPHIrb1IT7heYeQ,18,1,4.0,Las Vegas,"Restaurants, Chinese"
1346,Phils Italian Steak House,T-eEjmbEeQ53ezioW_9vxQ,116,1,3.0,Las Vegas,"Restaurants, Nightlife, Bars, Steakhouses"
1347,Olive Garden Italian Restaurant,0aw3HbxkZ4G7pkPYt10fhA,88,1,3.0,Las Vegas,"Salad, Wine Bars, Restaurants, Bars, Italian, Nightlife"
1348,Robertos Taco Shop,D74O-i-iEWo-e5BpwFMcUA,39,1,3.0,Las Vegas,"Restaurants, Mexican"
1350,Ferraros Italian Restaurant & Wine Bar,DESv2ys6SjBKA4SyDtJvxw,642,1,4.0,Las Vegas,"Wine Bars, Restaurants, Italian, Nightlife, Food, Bars"
1351,Chicken & Pig Bar B Que,wjkoCcNqpWrJRvCz5MxIIA,15,1,1.0,Las Vegas,"Restaurants, Barbeque"
1352,PTs,SLVjLgWfUqgaXtmc0wmLiw,9,1,3.5,Las Vegas,"American (New), Restaurants, Nightlife, Pubs, Sports Bars, Bars"
1353,Sushi Way,JJAwT9R6Fp2yyWHtWFA8uQ,615,1,4.5,Las Vegas,"Sushi Bars, Japanese, Asian Fusion, Restaurants, Salad"
1354,Stake Out Bar & Grill,Apkr-qykgpUI5ltIw7B-7Q,100,1,4.0,Las Vegas,"Nightlife, Bars, American (New), Restaurants, Sports Bars, Pubs"
1355,Panda Bowl Chinese Restaurant,CTsLzuZ_AR841SiSacdEvg,12,1,4.0,Las Vegas,"Food, Chinese, Restaurants"
1359,To See Roll,po0p6NIro0cDrmKkcyPy0w,217,1,4.5,Las Vegas,"Restaurants, Japanese, Food, Poke, Sushi Bars, Hawaiian"
1360,The Protein Source,LvNQkpggm72kJUTzO0juWQ,59,1,4.0,Las Vegas,"Breakfast & Brunch, Vegan, Restaurants, American (New)"
1361,Little Caesars Pizza,mbZe40oM-Ha-Q_qWh49-Mg,42,1,2.0,Las Vegas,"Pizza, Restaurants"
1363,Dennys,lCwqJWMxvIUQt1Re_tDn4w,33,1,3.0,Las Vegas,"Breakfast & Brunch, Restaurants, American (Traditional), Diners"
1364,Las Islitas,ti1bb30WwnkDLuVvpTM6fQ,46,1,3.0,Las Vegas,"Restaurants, Mexican"
1365,Jasons Deli,LPnbHWVedn2oX3WGkHOJSQ,33,1,4.0,Las Vegas,"Sandwiches, Salad, Delis, Restaurants"
1366,Sweet Pok\xc3\xa9,eiTWTVThkHr-DKXxIysbgA,172,1,4.5,Las Vegas,"Poke, Restaurants, Hawaiian, Asian Fusion, Japanese, Food"
1367,Capriottis Sandwich Shop,qT3Z72o5fidYhXObRLckzQ,59,1,4.0,Las Vegas,"Vegetarian, Restaurants, Sandwiches, Event Planning & Services, Salad, Delis, Caterers"
1368,Nathans Famous,MnYGGxWpMyQ7oncUPjbEmw,88,1,3.0,Las Vegas,"Cheesesteaks, Comfort Food, Hot Dogs, Restaurants, American (New)"
1369,Fat Bar,luf0E5FPY-hv-uceL8QtBA,19,1,4.0,Las Vegas,"Restaurants, Nightlife, Sports Bars, American (New), Bars"
1370,North End Pizza,2bK1ng2mnRdtTh_BDNGmIg,274,1,3.0,Las Vegas,"Italian, Pizza, Restaurants"
1371,Panda Express,NM9A38hqiOAYbnUPpNz-UQ,11,1,3.0,Las Vegas,"Chinese, Restaurants, Fast Food"
1372,The Capital Grille,Rd11Bosr8JkfoUhZLzpuxg,521,1,4.5,Las Vegas,"Nightlife, Bars, Steakhouses, American (Traditional), Seafood, Wine Bars, Restaurants"
1373,Thai Style Noodle House,SqxIx0KbTmCvUlOfkjamew,254,1,4.0,Las Vegas,"Restaurants, Vegan, Thai"
1374,Teriyaki Madness,CVnfj-UBgOSEvcdt4eWUeA,98,1,4.0,Las Vegas,"Asian Fusion, Restaurants, Japanese, Hawaiian"
1375,Romanos Macaroni Grill,LZSyWy4IHgXg6QhW2jrBlw,105,1,3.0,Las Vegas,"Restaurants, Italian"
1378,Panda Express,V6Od7XYl_PznuG19DPfTAQ,19,1,2.5,Las Vegas,"Restaurants, Fast Food, Chinese"
1379,McDonalds,HKSyA7YZplj9i_vIdtwyzg,20,1,2.5,Las Vegas,"Burgers, Food, Restaurants, Fast Food"
1380,Sidewalk Cafe,xlN47-6lff9X2veq4iC7_A,20,1,2.0,Las Vegas,"Cafes, Restaurants, Sandwiches, Breakfast & Brunch"
1381,Pier 215,9cw870n3gsGikVoOT5YOYg,312,1,4.5,Las Vegas,"Restaurants, Sushi Bars, Seafood, American (New), American (Traditional), Asian Fusion, Japanese"
1382,Habaneros Taco Grill 2,hy1TkGNnDuHfUHf_7kUqRw,11,1,4.0,Las Vegas,"Tacos, Mexican, Fast Food, Restaurants, Food Stands"
1383,Grand Caf\xc3\xa9,pdBZCZ_LvIHEIbqbHh8mfQ,53,1,3.5,Las Vegas,"Cafes, American (Traditional), Diners, Restaurants"
1384,Dominos Pizza,iiz8ax8iMkEa8u_JUoFiGA,9,1,2.0,Las Vegas,"Sandwiches, Pizza, Restaurants, Chicken Wings"
1387,Jin Mee Korean BBQ Restaurant,VmVTDmlLZdwoRVTJO4niaQ,116,1,3.5,Las Vegas,"Barbeque, Restaurants, Korean"
1388,Pizza Hut,QzvLnOqwH6BIY_jCOvzuQQ,18,1,2.5,Las Vegas,"Restaurants, Pizza"
1390,La Mojarra Loca,aF6cB7BtV3lXQhJoLuESGw,36,1,4.0,Las Vegas,"Restaurants, Mexican, Seafood"
1391,Panda Express,Z5OoLZ_gKDHZGKs6gtR28w,28,1,3.5,Las Vegas,"Restaurants, Fast Food, Chinese"
1392,Fat Boy,95CCHowiE0W_ovv5-9lQAQ,209,1,4.5,Las Vegas,"Restaurants, Pizza, Mexican, Burgers"
1394,Yunnan Garden,dVhGY-mNwTWQzK01Zxuclw,249,1,3.5,Las Vegas,"Szechuan, Chinese, Restaurants, Noodles"
1395,Bottiglia Cucina & Enoteca,YILyHegzhy1vlc_LNVfObw,240,1,4.5,Las Vegas,"Bars, Nightlife, Italian, Restaurants, Wine Bars"
1396,Nathans Famous,k1PkpDm5d5pYJI1K_3UYpw,75,1,2.5,Las Vegas,"Restaurants, Hot Dogs"
1397,Buca di Beppo Italian Restaurant,TeHB4-F_5Mwg1VE2Uzu0Ag,311,1,3.0,Las Vegas,"Food, Restaurants, Pizza, Caterers, Italian, Event Planning & Services"
1398,Yellowtail,Dxaz8OxaadecnWol18kAtw,722,1,3.5,Las Vegas,"Japanese, Restaurants, Food, Beer, Wine & Spirits, Steakhouses"
1399,Va Bene Caff\xc3\xa8,9lqPRnnxUA47dacFK9lhtQ,183,1,3.5,Las Vegas,"Cafes, Coffee & Tea, Food, Restaurants, Desserts"
1400,Tropical Smoothie Cafe,5ZyF-uAb4RVN05THprS3IQ,6,1,3.5,Las Vegas,"Food, Fast Food, Restaurants, Juice Bars & Smoothies"
1401,Subway,2hrj6ISpLJmvRen3AZkBWw,8,1,2.5,Las Vegas,"Sandwiches, Restaurants, Fast Food"
1403,Bona Pizza,Tnia3DIsEgc8nVPNnTRj7Q,11,1,2.0,Las Vegas,"Restaurants, Pizza"
1404,Steak & Spud Factory,8hDKFHyRrILlXp5DfTlSGw,14,1,3.5,Las Vegas,"Fast Food, Restaurants"
1405,95 Ten,Nh2fgoaTl3TMP8OBoOOFEA,4,1,3.0,Las Vegas,"Restaurants, American (New)"
1406,Fountain Grille Restaurant,_-3aZXuecjOSjramI1IBkA,3,1,3.5,Las Vegas,"American (New), American (Traditional), Breakfast & Brunch, Restaurants"
1408,Cantina Laredo,hRZadfm7OEOzk0qjuk8BXg,358,1,3.5,Las Vegas,"Food, Restaurants, Specialty Food, Mexican"
1409,PDubs BBQ,FLlupvZjaiPw42Rj8sUFfQ,8,1,2.5,Las Vegas,"Barbeque, Food Court, Soul Food, Restaurants"
1410,Churchs Chicken,Wo_ZL7I3hS-eW6pJWg1V8A,10,1,2.5,Las Vegas,"Restaurants, Chicken Wings"
1411,Sammys Beach Bar & Grill,UGiMMw54qYxac0eE_cBbaA,124,1,2.0,Las Vegas,"Nightlife, Bars, Restaurants, American (New), Mexican, Sports Bars"
1412,Brew Tea Bar,IhNASEZ3XnBHmuuVnWdIwA,769,1,5.0,Las Vegas,"Tea Rooms, Cafes, Restaurants, Bubble Tea, Desserts, Food"
1413,Zenaidas Cafe,8fFTJBh0RB2EKG53ibiBKw,29,1,5.0,Las Vegas,"Cafes, Restaurants, Breakfast & Brunch"
1414,Jadon Foods,ElM8yyW45TAy4vjApwy7ZQ,3,1,5.0,Las Vegas,"Bakeries, Food, Gluten-Free, Restaurants"
1416,Wienerschnitzel,GStieDpK7oi2pXggQXi-Kg,4,1,4.0,Las Vegas,"Sandwiches, Hot Dogs, Fast Food, Restaurants"
1420,Samurai Sams,CFGmRESf9QajghUrc__akg,49,1,3.5,Las Vegas,"Restaurants, Japanese"
1421,Carls Jr,EAyy8Z0V5zfO_LXxSqkD-A,8,1,1.0,Las Vegas,"Fast Food, Burgers, Restaurants"
1422,Robertos Taco Shop,LA9j7bDQLkDmLspdHwL3Bg,12,1,4.5,Las Vegas,"Mexican, Restaurants"
1423,FireRock Steakhouse Las Vegas,44kd3YdkhXj5XiSPs5XNjQ,449,1,3.5,Las Vegas,"American (Traditional), Restaurants, Seafood, Steakhouses"
1424,Food Express,6_KCUxu2kOgP-pRnSNXG8Q,38,1,3.0,Las Vegas,"Restaurants, Chinese"
1425,Wendys,bw_bCNXNBrgarlmrgURkoA,14,1,2.5,Las Vegas,"Burgers, Fast Food, Restaurants"
1426,Chuck E Cheeses,bffQssCZ-KpA_PPIu6Vysg,13,1,2.5,Las Vegas,"Pizza, Restaurants"
1427,Roccos NY Pizzeria,tYbK94fl50os3h_RjpY4gw,177,1,3.5,North Las Vegas,"Restaurants, Italian, Pizza"
1428,Haifa Restaurant,-sEbDB_5jI_yIlklu1o1VQ,5,1,3.5,Las Vegas,"Halal, Mediterranean, Restaurants, Kosher, Moroccan"
1429,Sushi Tachi,xrBQKZbhJMCtaZxeJ0tzTQ,306,1,3.5,North Las Vegas,"Restaurants, Sushi Bars"
1430,Yui Edomae Sushi,LRpFWbovjUShlvCKQOS-Ng,41,1,4.5,Las Vegas,"Sushi Bars, Japanese, Restaurants"
1431,McDonalds,KMxrk1YDlj_qFI1JXK4zRg,23,1,2.5,Las Vegas,"Burgers, Fast Food, Restaurants"
1432,McDonalds,cDmzR6s9Es1kgYF2Wrlt6g,10,1,3.0,North Las Vegas,"Fast Food, Burgers, Restaurants"
1433,Jack in the Box,q1tKmIMgDdBGwLzcuxnmtg,10,1,2.0,Las Vegas,"Fast Food, Restaurants"
1435,Panda Express,wKI0q-WkPi0N3Mk_T3frmQ,21,1,3.0,Las Vegas,"Fast Food, Chinese, Restaurants"
1437,China A Go Go,pzYqRsyspY-cy77cjdSWOg,32,1,3.0,North Las Vegas,"Chinese, Restaurants"
1438,The Sushi,pUUgVNS5nBSoCJsBa3fDGw,194,1,3.5,Las Vegas,"Sushi Bars, Restaurants"
1440,Ikea,spCzs32TMQpRCJbJfArZng,65,1,3.5,Las Vegas,"Restaurants, Cafeteria"
1441,Subway,jV-p3USnEP9WwOGDgzkYTA,5,1,3.5,Las Vegas,"Fast Food, Sandwiches, Restaurants"
1443,Sushi 21,xfzDtGxx6B4a27RAyah69w,524,1,4.0,Las Vegas,"Restaurants, Japanese, Sushi Bars"
1444,Tinas Filipino Cuisine,Cpb142L849ilMzgiSR4a0w,142,1,4.0,Las Vegas,"Restaurants, Filipino"
1445,Slice of Vegas,lKq4Qsz13FDcAVgp49uukQ,430,1,3.5,Las Vegas,"Vegan, Nightlife, Restaurants, Food, Italian, Bars, Beer, Wine & Spirits, Pizza"
1446,Panda Express,s9zNmeJIu83WVL56QNLD2A,44,1,2.5,Las Vegas,"Restaurants, Fast Food, Chinese"
1447,Grill City,IEJFia0wQX7UezfXsenI5g,55,1,2.5,Las Vegas,"Filipino, Seafood, Barbeque, Restaurants"
1448,Subway,kRRtnGLDTTfKyeuwjh8Blg,16,1,3.0,Las Vegas,"Fast Food, Sandwiches, Restaurants"
1450,Panda Express,gqVHoP4noz1EAa7nhHLk4w,9,1,3.0,Las Vegas,"Chinese, Restaurants, Fast Food, Caterers, Event Planning & Services"
1451,La Parrilla,J121PGT4oi5AqVbtMoEfVw,6,1,3.5,Las Vegas,"Restaurants, Mexican"
1452,Las Islitas,c0LlClom1qONqByoagqPGw,6,1,3.5,Las Vegas,"Seafood, Mexican, Restaurants"
1453,Pho 90,nW27OMU438BjZF64lj97sQ,15,1,5.0,Las Vegas,"Vietnamese, Restaurants"
1454,The Grill At Valentino,CIu7ybFJhERiWzugrkPb8g,9,1,3.5,Las Vegas,"Italian, Restaurants"
1455,Farmer Boys,e2ApirIzYID9xIye0r_gKQ,131,1,3.0,Las Vegas,"Restaurants, Sandwiches, Breakfast & Brunch, Burgers"
1456,Jack in the Box,xHEqgRS_p8ZE8GTgcJc2Hg,15,1,2.5,Las Vegas,"Fast Food, Restaurants, Burgers"
1458,In-N-Out Burger,nVAJZ6BJ9PPlxDXn976R6A,853,1,4.0,Las Vegas,"Restaurants, Fast Food, Burgers"
1459,Wingstop,1CP8aJa8ILlfM5deroar0Q,100,1,3.5,Las Vegas,"Restaurants, Chicken Wings, American (New)"
1460,Kapit Bahay,fg9Pwv9jDwZz0L02nJtGVA,64,1,3.0,Las Vegas,"Filipino, Fast Food, Restaurants"
1462,Ricardos Mexican Restaurant,SEjyjYlMfFFzkHaru6JadA,316,1,3.5,Las Vegas,"Mexican, Restaurants"
1463,Anderson Air Mechancial,pBL32_x4eWZ6Pt4MFoEJLQ,4,1,4.0,North Las Vegas,"Restaurants, Home Services, Water Heater Installation/Repair, Septic Services, Heating & Air Conditioning/HVAC, Plumbing, Local Services"
1464,Waffles Cafe,hqtZ2NmUlrNtHp7xW2BWoA,185,1,4.0,North Las Vegas,"Breakfast & Brunch, Cafes, Restaurants"
1466,Village Pub & Poker,LlCbRAZfVkyqL21yKSyd4w,22,1,3.5,Las Vegas,"Arts & Entertainment, Nightlife, Food, Bars, Breweries, Restaurants, Casinos, Pubs"
1467,Capriottis Sandwich Shop,BMijjHQlejlE48s4tOjS5A,30,1,2.5,North Las Vegas,"Sandwiches, Restaurants"
1468,Port of Subs,p6pQDhvxLIP7xRIQ_HVR-w,28,1,3.5,Las Vegas,"Sandwiches, Restaurants, Delis"
1470,Rachels Kitchen,Qy_tDaVTWlS14fEglzo1Tg,307,1,3.5,Las Vegas,"Sandwiches, Burgers, Restaurants, Juice Bars & Smoothies, Food, Breakfast & Brunch"
1471,VegeWay,vodCM302JJ_P9yJt1WuH_w,126,1,4.5,Las Vegas,"Burgers, Restaurants, Vegetarian, Sandwiches, Fast Food, Vegan"
1472,Dragons Alley,dA_Xl2A45YVc9nnYLK0oqA,24,1,3.0,Las Vegas,"Chinese, Seafood, Barbeque, Restaurants"
1473,Lemongrass Caf\xc3\xa9,FSnqO-YWUdRb0Xc95nXbvw,428,1,3.5,Las Vegas,"Vietnamese, Restaurants"
1474,Las Islitas,Wht6JaY_yLIb3usuPvSulA,42,1,2.5,Las Vegas,"Seafood, Restaurants, Mexican"
1476,Robertos Taco Shop,OgnEQFk9HmF6jGVM3hUM2Q,16,1,3.0,Las Vegas,"Fast Food, Restaurants, Mexican"
1477,Taqueria El Tizon Grill,zesysZuscMHxBl9uIQXIIw,6,1,2.0,Las Vegas,"Mexican, Restaurants"
1481,Taco Bell,wK9FufvwR6LGhpts8o_ayA,4,1,3.0,Las Vegas,"Tex-Mex, Fast Food, Mexican, Food, Restaurants"
1482,Rons Grilled Barbeque and Kabobs,vF7nFTv22qA-YnCP09pvHQ,37,1,4.0,Las Vegas,"Middle Eastern, Mediterranean, Barbeque, Greek, Restaurants"
1484,Todd English P.U.B.,dn_ipqbm7_jUz5X3rDez_A,1278,1,3.5,Las Vegas,"Beer, Wine & Spirits, Nightlife, Bars, Gastropubs, Food, Restaurants, British"
1485,Magnolia Ice Cream and Treats,Wq9yflrKX79xKiY__BvCoQ,39,1,4.5,Las Vegas,"Ice Cream & Frozen Yogurt, Food, Restaurants, Filipino"
1486,Subway,D8sk6LZlp2P9FFh_mk9q7g,7,1,3.0,Las Vegas,"Restaurants, Fast Food, Sandwiches"
1487,Social,swtA5YoSGm0V5esQuDm2NQ,18,1,4.0,Las Vegas,"Resorts, Nightlife, Steakhouses, Bars, Event Planning & Services, Lounges, Hotels & Travel, Hotels, Restaurants"
1488,Pho So 1,hroo5nOO8b9QhHX0GLg7oA,779,1,3.5,Las Vegas,"Restaurants, Vietnamese"
1489,IKEA,OtSbxxD-WNzlNQlDGpXFSA,204,1,3.5,Las Vegas,"Restaurants, Home Decor, Baby Gear & Furniture, Furniture Stores, Scandinavian, Home & Garden, Shopping"
1490,Stage Deli,xkGquJpL_-nAg-ZDaVHjPA,63,1,3.0,Las Vegas,"Event Planning & Services, Hotels, Delis, Arts & Entertainment, Desserts, Restaurants, Sandwiches, Hotels & Travel, Casinos, Food"
1491,Chipotle Mexican Grill,-YBC5pR2eW0C2sPygH25MA,77,1,3.0,North Las Vegas,"Fast Food, Mexican, Restaurants"
1492,Philly Cheesesteak Factory,ml9WFLPNAIryG6zQnd9qBA,39,1,4.0,Las Vegas,"Cheesesteaks, Restaurants"
1494,"Coffee, Tea, or Me",xXtWrRKn8A708BfaNs1nZw,19,1,4.0,Las Vegas,"Restaurants, Ice Cream & Frozen Yogurt, Food, Juice Bars & Smoothies, Coffee & Tea, Sandwiches, Donuts"
1495,The Little Kitchen Cafe,U1XLS-uQJVnQRvshnvAeXQ,86,1,3.5,Las Vegas,"Restaurants, Shaved Ice, Chinese, Taiwanese, Food"
1496,Robonos Pizzaria,Rqfxz80m6ysgmp8JMeiThA,3,1,4.5,Las Vegas,"Pizza, Restaurants"
1497,Chicago Joes Restaurant,MNaPOkqm2vKeNG8EqkZWCg,246,1,3.5,Las Vegas,"Italian, Restaurants"
1498,KFC,UbL2j7VYnz8deaPUx4_Ljg,25,1,2.0,North Las Vegas,"Fast Food, Chicken Wings, Restaurants"
1499,Youngs Kitchen,gV9qWwd4eU8GffyuvQ4hwg,3,1,4.5,Las Vegas,"Restaurants, Sushi Bars, Korean"
1501,Fresco Italiano,bqDFZDfDPdCut0CbybDUrA,61,1,3.5,Las Vegas,"Italian, Restaurants"
1502,IHOP,6HdzmAatFoB8UDep4n9QIw,65,1,3.0,Las Vegas,"American (Traditional), Public Services & Government, Restaurants, Breakfast & Brunch, American (New)"
1503,McDonalds,LsfKW67Qe_0bU4krXEkOAA,47,1,1.5,Las Vegas,"Burgers, Fast Food, Restaurants"
1504,Americana,siuAD-vFRYAjozc332wq3g,51,1,5.0,Las Vegas,"American (Traditional), Nightlife, American (New), Restaurants, Lounges, Steakhouses, Bars"
1505,Jack in the Box,uUlq6chIVb0I8AehlET5bQ,19,1,3.0,Las Vegas,"Restaurants, Fast Food"
1506,Cabo Mexican Restaurant,EHDcxAlrrP4VPiZuQlrIrg,65,1,2.5,Las Vegas,"Restaurants, Mexican"
1507,Bahama Breeze,DYuOxkW4DtlJsTHdxdXSlg,581,1,4.0,Las Vegas,"Seafood, Restaurants, Laotian, Nightlife, Caribbean, Bars, Latin American"
1508,Romas Pizza,uI2lQHqS1Pkh1-EzgeD-ww,32,1,2.5,Las Vegas,"Pizza, Restaurants"
1509,ChiAm Restaurant,aghOCY7m-I_8tNA9FnRcjg,64,1,3.0,Las Vegas,"Restaurants, Chinese, Dim Sum, Specialty Food, Food"
1510,Kusina Ni Lorraine,KEFEBgyjwcWuvWa5rXKOow,16,1,3.5,Las Vegas,"Ethnic Food, Seafood, Restaurants, Barbeque, Soup, Food, Specialty Food, Grocery, Filipino"
1512,Hash House A Go Go,znWHLW1pt19HzW1VY6KfCA,376,1,3.5,Las Vegas,"American (New), Restaurants, American (Traditional), Breakfast & Brunch"
1513,China One,wOmtCPiB-xeU-HknjTW4hQ,26,1,3.5,Las Vegas,"Restaurants, Chinese"
1514,Naka Sushi,Bm8nRUsZ-dK6g2eJLxMTOw,290,1,4.0,Las Vegas,"Sushi Bars, Japanese, Restaurants"
1515,Cafe Rio,WcGKG8_rDVBVx6lSTlWiDA,77,1,2.5,Las Vegas,"Restaurants, Food, Mexican"
1516,Cucina,Ehy00JWQixgoXzisVKhvag,604,1,4.0,Las Vegas,"Pizza, Restaurants, Italian"
1517,Otto Enoteca Pizzeria,H_FkQxifSo13B2FWjhp36g,558,1,3.5,Las Vegas,"Italian, Pizza, Restaurants"
1518,Big Mess Bar-BQ,lfgTv3MpQr9vIp79zuhAfg,27,1,3.0,Las Vegas,"Barbeque, Restaurants"
1519,Briggs Oyster,VAEMdy7M4Cm0fn_Itteemw,45,1,3.5,Las Vegas,"Seafood, Restaurants, Live/Raw Food"
1520,Cuginos Italian Deli & Pizza,Mh84_j7YmRrAcm0DWV4bUw,493,1,4.5,Las Vegas,"Italian, Pizza, Restaurants, Delis"
1521,Taco Rico,7vXmhdqO6aAoZGEVyusk0w,11,1,4.5,Las Vegas,"Mexican, Restaurants"
1522,Nevada Chicken Cafe,eJNHwNoCk_hZbK8AeHDZ9g,238,1,3.5,Las Vegas,"Chicken Wings, Barbeque, Cafes, Restaurants, American (Traditional)"
1523,Hot N Juicy Crawfish,UNI1agsPX2k3eJSJVB91nw,1400,1,4.0,Las Vegas,"Cajun/Creole, Seafood, American (Traditional), Restaurants"
1524,Carls Jr,J2Am_nJkdicGk2S1DzwuPA,19,1,3.0,Las Vegas,"Restaurants, Fast Food"
1526,El Steak Burrito,fIaDNl_mv6Oz3Ro4sil_Qw,16,1,4.0,Las Vegas,"Restaurants, Mexican, Latin American"
1527,Thai Spice,oauECSQhZKNfQz12Gjdk7Q,99,1,3.5,Las Vegas,"Thai, Restaurants, Food, Ethnic Food, Specialty Food"
1528,Subway,APIbThZ8PYfWsdK4Z0D5Rg,7,1,3.5,Las Vegas,"Sandwiches, Fast Food, Restaurants"
1529,The Oyster Bar,vjFZt8Rt3A3kY7yWh3qmgg,76,1,3.5,Las Vegas,"Restaurants, Seafood, Nightlife, Desserts, Arts & Entertainment, Music Venues, Food, Live/Raw Food, Bars"
1530,O My Rice,kZ-ytO1SysT7mWchxwguZw,34,1,3.0,Las Vegas,"Restaurants, Asian Fusion, Hawaiian, Juice Bars & Smoothies, Food"
1534,Wendys,l3EkLGreTXChG0TQHyo2ow,10,1,2.5,Las Vegas,"Restaurants, Fast Food, Burgers"
1536,China One,POiWEckMIOqX7TgBxXgCzw,36,1,4.0,Las Vegas,"Chinese, Seafood, Restaurants, Salad"
1537,IHOP,z7IEawyWhsdjc-7clTJWUQ,38,1,2.5,Las Vegas,"American (Traditional), Restaurants, American (New), Breakfast & Brunch"
1538,Taco Bell,5K5Fppbmvsw9znotxVOXng,8,1,3.0,Las Vegas,"Tex-Mex, Mexican, Fast Food, Restaurants"
1539,Margaritaville - Las Vegas,rTS8LsUmNIiXsXydE49tPA,1169,1,3.5,Las Vegas,"Bars, American (Traditional), Restaurants, American (New), Nightlife, African, Burgers, Music Venues, Seafood, Arts & Entertainment"
1540,Robertos Taco Shop,5fpXjlC71y_mKORnPdX5zA,30,1,2.5,Las Vegas,"Fast Food, Restaurants, Mexican"
1541,Lasalsa Cantina Mexican Fare,ka5SLblwtXqYu2MPNr7C_w,13,1,3.5,Las Vegas,"Restaurants, Mexican"
1543,Bouchon Bakery at the Venetian Theater,3uC7Lbc3RgUDTWQlBu4PqQ,41,1,4.0,Las Vegas,"Bakeries, Sandwiches, French, Desserts, Restaurants, Food"
1545,Senor Blues,2s1JuKtL1jPzM9Tmg13CLA,5,1,4.0,Las Vegas,"Restaurants, Food Trucks, Food, Event Planning & Services, Caterers, Tex-Mex"
1546,El Pollo Loco,YV9GVfmDSDM7HSV0jVdTOA,21,1,3.5,Las Vegas,"Fast Food, Restaurants, Salad, Mexican"
1547,Montes Pizza Restaurant,DbGzA4H8xTYpRYLuSoNO3A,72,1,2.5,North Las Vegas,"American (New), Restaurants, Food, Pizza"
1548,Modern Proteins,9kPbAt95kECBGGi_e5yV0Q,29,1,5.0,Las Vegas,"Food Delivery Services, Breakfast & Brunch, American (Traditional), American (New), Gluten-Free, Restaurants, Food"
1549,Angara Indian Spice Grill,ZJ0gQp0fcnIDiZv0m9--Gg,129,1,4.5,Las Vegas,"Vegetarian, Restaurants, Indian, Middle Eastern"
1550,Distill - A Local Bar,VfFHPsPtTW4Mgx0eHDyJiQ,262,1,3.5,Las Vegas,"Breakfast & Brunch, Bars, Diners, Restaurants, Nightlife, Italian"
